DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DP01,DP10,DT32,DX32,DX90,PRCP,TAVG,TMAX,TMIN,ENSO_index,ENSO_lag1
1951-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,87.1,9.7,13.6,5.8,-1.3,
1951-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,3,0,0,0,27.4,10.5,14.2,6.7,-1.04,-1.3
1951-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,5,4,0,0,43.5,10.6,15.4,5.9,-0.38,-1.04
1951-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,0,27.1,13.6,18.9,8.2,-0.23,-0.38
1951-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,40.7,16.6,21.6,11.6,-0.01,-0.23
1951-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,2,8.7,21.1,27.0,15.2,0.0,-0.01
1951-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,5,1.0,23.6,29.8,17.4,0.3,0.0
1951-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,9,15.9,24.5,31.1,17.9,0.17,0.3
1951-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,0,0,0,212.4,22.1,27.8,16.4,0.51,0.17
1951-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,7,0,0,0,69.4,15.3,20.8,9.9,0.49,0.51
1951-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,0,0,0,64.9,13.5,17.8,9.1,0.55,0.49
1951-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,2,0,0,64.7,8.5,13.5,3.4,0.31,0.55
1952-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,5,9,0,0,56.4,7.0,11.5,2.4,0.13,0.31
1952-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,5,0,0,32.9,7.3,12.1,2.5,-0.01,0.13
1952-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,2,0,0,7.8,10.7,15.9,5.5,-0.11,-0.01
1952-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,0,0,0,0,6.1,15.4,20.5,10.2,-0.02,-0.11
1952-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,0,31.7,17.9,23.5,12.3,-0.14,-0.02
1952-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,5,27.4,23.3,29.2,17.4,-0.54,-0.14
1952-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,16,51.5,26.2,32.2,20.3,-0.76,-0.54
1952-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,14,7.1,25.6,31.5,19.7,-0.56,-0.76
1952-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,0,0,0,62.6,20.9,25.4,16.4,-0.36,-0.56
1952-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,30.8,17.0,21.3,12.7,-0.46,-0.36
1952-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,0,0,0,17.9,10.9,15.2,6.5,-0.78,-0.46
1952-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,6,0,0,0,38.6,9.5,13.1,5.9,-0.39,-0.78
1953-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,14,0,0,58.1,5.7,10.2,1.3,0.2,-0.39
1953-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,6,0,0,46.2,7.2,12.2,2.1,0.24,0.2
1953-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,1,0,0,0.7,9.9,15.9,3.8,0.29,0.24
1953-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,6,0,0,0,37.1,14.4,19.4,9.4,0.22,0.29
1953-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,0,0,0,65.8,18.3,23.6,13.0,0.35,0.22
1953-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,52.4,20.3,25.1,15.4,0.39,0.35
1953-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,9,12.6,24.4,30.3,18.6,0.14,0.39
1953-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,3,45.8,23.8,29.5,18.2,0.09,0.14
1953-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,3,50.0,22.7,28.3,17.0,0.29,0.09
1953-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,19,8,0,0,0,97.9,18.1,23.4,12.7,0.16,0.29
1953-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,0,0,0,23.5,11.9,17.4,6.4,0.18,0.16
1953-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,0,0,0,49.4,10.6,15.2,5.9,0.41,0.18
1954-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,9,0,0,60.1,6.1,10.8,1.5,0.43,0.41
1954-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,18,9,4,0,0,104.0,7.5,11.0,4.0,0.28,0.43
1954-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,0,0,0,23.6,12.5,17.5,7.4,-0.38,0.28
1954-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,3,0,0,0,69.9,13.4,18.7,8.2,-1.17,-0.38
1954-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,5,0,0,0,37.0,16.8,21.4,12.2,-0.81,-1.17
1954-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,2,25.2,22.4,28.0,16.8,-0.93,-0.81
1954-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,4,11.4,22.7,28.4,17.0,-1.18,-0.93
1954-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,4,15.2,22.7,29.0,16.5,-1.43,-1.18
1954-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,1,3.4,22.0,28.0,16.1,-1.6,-1.43
1954-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,1,0,0,0,16.7,16.4,22.3,10.5,-1.48,-1.6
1954-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,1,0,0,49.9,12.3,16.8,7.8,-1.13,-1.48
1954-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,3,0,0,16.9,9.2,13.8,4.7,-1.33,-1.13
1955-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,2,0,0,26.7,10.8,14.5,7.1,-0.93,-1.33
1955-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,1,0,0,54.3,10.4,14.2,6.6,-0.95,-0.93
1955-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,2,0,0,117.3,10.6,15.3,5.8,-1.06,-0.95
1955-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,0,0,0,15.3,13.6,20.2,7.1,-1.22,-1.06
1955-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,0,4.4,18.3,24.2,12.4,-1.28,-1.22
1955-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,2,37.8,22.0,28.0,16.0,-1.18,-1.28
1955-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,7,32.7,24.8,30.6,19.0,-1.15,-1.18
1955-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,0,37.5,23.4,29.7,17.1,-1.35,-1.15
1955-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,8,0,0,0,66.8,20.5,26.2,14.7,-1.43,-1.35
1955-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,0,0,0,56.7,16.1,21.4,10.8,-2.31,-1.43
1955-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,4,0,0,91.3,11.6,16.4,6.9,-2.45,-2.31
1955-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,6,0,0,0,67.3,11.1,15.1,7.1,-2.03,-2.45
1956-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,7,0,0,37.9,9.2,13.7,4.8,-1.2,-2.03
1956-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,9,20,0,0,65.0,3.5,8.2,-1.1,-0.99,-1.2
1956-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,7,0,0,55.5,9.5,14.1,4.9,-0.83,-0.99
1956-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,7,1,0,0,109.6,13.1,18.1,8.0,-0.97,-0.83
1956-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,0,0,0,24.3,17.7,24.2,11.2,-0.8,-0.97
1956-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,1,65.1,19.8,25.8,13.9,-0.92,-0.8
1956-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,12,3.2,24.4,31.0,17.7,-1.06,-0.92
1956-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,15,0.1,25.4,32.3,18.5,-1.17,-1.06
1956-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,0,0,6,22.6,22.4,28.9,15.9,-0.98,-1.17
1956-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,0,0,0,50.0,15.4,21.3,9.6,-0.97,-0.98
1956-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,18,11,0,0,0,241.3,11.1,15.0,7.1,-1.14,-0.97
1956-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,7,0,0,59.6,7.7,12.4,3.1,-0.89,-1.14
1957-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,9,7,0,0,87.7,7.4,11.9,2.9,-0.51,-0.89
1957-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,42.8,10.5,14.8,6.3,-0.22,-0.51
1957-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,2,0,0,30.0,11.5,17.1,5.9,0.18,-0.22
1957-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,6,0,0,0,56.2,13.9,18.9,9.0,0.41,0.18
1957-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,6,0,0,0,89.5,16.4,21.6,11.2,0.62,0.41
1957-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,7,25.7,22.9,29.1,16.6,0.63,0.62
1957-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,2,0,0,10,21.9,24.0,30.2,17.9,0.87,0.63
1957-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,7,21.0,24.0,30.1,18.0,0.84,0.87
1957-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,0,0,0,33.1,20.8,26.4,15.1,0.72,0.84
1957-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,0,0,0,46.0,18.3,23.7,12.9,0.7,0.72
1957-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,91.5,13.1,17.8,8.4,0.92,0.7
1957-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,7,0,0,88.8,9.0,13.3,4.6,1.3,0.92
1958-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,7,9,0,0,87.5,7.9,12.4,3.3,1.78,1.3
1958-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,1,0,0,25.2,10.3,14.2,6.3,1.49,1.78
1958-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,10,5,0,0,90.9,9.3,14.1,4.6,0.98,1.49
1958-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,12,0,0,0,125.9,11.7,16.4,7.1,0.46,0.98
1958-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,2,48.1,19.3,25.7,12.8,0.38,0.46
1958-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,43.8,21.1,27.4,15.0,0.26,0.38
1958-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,7,54.8,23.9,30.0,17.8,0.03,0.26
1958-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,13,10.2,25.2,31.6,18.8,-0.01,0.03
1958-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,0,26.7,21.9,28.3,15.5,-0.32,-0.01
1958-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,0,0,0,89.3,17.5,23.3,11.7,-0.27,-0.32
1958-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,9,0,0,0,187.9,13.6,17.6,9.5,0.05,-0.27
1958-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,1,0,0,86.1,10.3,14.5,6.1,0.02,0.05
1959-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,5,5,0,0,42.2,7.5,12.0,3.0,0.53,0.02
1959-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,2,0,0,6.2,10.2,15.7,4.7,0.43,0.53
1959-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,39.9,13.3,18.0,8.6,0.19,0.43
1959-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,6,0,0,0,58.6,13.6,18.6,8.6,0.06,0.19
1959-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,9,0,0,0,58.1,17.2,22.3,12.1,-0.23,0.06
1959-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,0,0,1,16.7,21.6,27.6,15.5,-0.35,-0.23
1959-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,13,4.1,25.4,31.9,18.8,-0.86,-0.35
1959-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,5,9.3,24.3,30.1,18.4,-0.77,-0.86
1959-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,0,0,0,98.2,20.8,26.2,15.4,-0.8,-0.77
1959-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,6,0,0,0,67.2,15.6,21.6,9.6,-0.48,-0.8
1959-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,9,0,0,0,90.2,12.5,16.7,8.3,-0.66,-0.48
1959-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,12,0,0,0,140.8,10.2,13.9,6.5,-0.42,-0.66
1960-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,3,0,0,77.4,8.9,12.9,4.8,-0.28,-0.42
1960-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,12,2,0,0,76.2,10.1,14.0,6.2,-0.46,-0.28
1960-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,13,0,0,0,115.6,11.4,15.9,7.0,-0.3,-0.46
1960-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,6,0,0,0,56.8,13.7,19.0,8.4,-0.33,-0.3
1960-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,85.3,18.3,24.0,12.6,-0.25,-0.33
1960-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,1,0,0,0,8.8,22.4,28.7,16.2,-0.49,-0.25
1960-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,4,6.3,23.4,30.3,16.6,-0.41,-0.49
1960-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,9,0.1,23.9,31.2,16.5,-0.15,-0.41
1960-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,103.1,20.2,26.5,13.9,-0.28,-0.15
1960-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,11,0,0,0,132.4,16.9,22.1,11.8,-0.49,-0.28
1960-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,82.4,13.0,17.8,8.1,-0.45,-0.49
1960-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,14,2,0,0,177.8,9.0,13.3,4.6,-0.38,-0.45
1961-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,10,5,0,0,93.8,7.9,12.6,3.2,-0.31,-0.38
1961-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,7,0,0,4.4,8.4,15.4,1.4,-0.19,-0.31
1961-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,2,0,0,19.1,10.6,17.5,3.7,-0.35,-0.19
1961-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,58.8,15.2,21.4,9.0,-0.46,-0.35
1961-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,0,20.0,16.5,23.1,10.0,-0.18,-0.46
1961-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,5,54.0,21.1,27.4,14.9,-0.06,-0.18
1961-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,1,6.6,23.1,29.9,16.4,-0.41,-0.06
1961-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,11,0.1,24.1,31.6,16.8,-0.67,-0.41
1961-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,5,8.1,22.2,30.2,14.3,-0.94,-0.67
1961-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,10,0,0,0,222.2,16.6,22.3,10.8,-1.01,-0.94
1961-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,11,0,0,0,153.5,12.7,17.1,8.3,-0.63,-1.01
1961-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,9,0,0,38.0,8.4,12.9,3.9,-0.63,-0.63
1962-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,3,5,0,0,40.5,8.5,13.4,3.6,-0.59,-0.63
1962-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,2,11,0,0,37.5,7.3,12.9,1.8,-0.57,-0.59
1962-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,10,6,0,0,139.5,8.9,13.3,4.4,-0.48,-0.57
1962-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,0,0,0,29.8,13.3,19.3,7.2,-0.69,-0.48
1962-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,44.4,16.0,22.2,9.8,-0.89,-0.69
1962-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,3,10.3,19.9,26.5,13.4,-0.65,-0.89
1962-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,8,30.4,23.6,30.4,16.8,-0.53,-0.65
1962-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,17,0.3,25.0,32.3,17.7,-0.53,-0.53
1962-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,5,0,0,6,100.0,21.9,28.3,15.6,-0.78,-0.53
1962-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,11,0,0,0,93.9,16.8,22.1,11.5,-0.75,-0.78
