DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DP01,DP10,DT32,DX32,DX90,PRCP,TAVG,TMAX,TMIN,ENSO_index,ENSO_lag1
1998-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,89.4,20.6,26.0,15.2,-1.26,-1.28
1998-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,9,0,0,0,174.8,16.4,20.9,11.9,-1.46,-1.26
1998-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,0,0,0,34.0,10.5,14.4,6.5,-1.46,-1.46
1998-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,8,0,0,85.2,7.3,11.6,2.9,-1.69,-1.46
1999-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,5,0,0,48.6,7.2,11.8,2.6,-1.69,-1.69
1999-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,4,11,0,0,52.0,6.5,11.8,1.2,-1.32,-1.69
1999-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,9,0,0,0,115.5,10.4,15.5,5.3,-0.95,-1.32
1999-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,0,0,0,124.8,12.9,17.8,8.0,-1.11,-0.95
1999-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,58.1,18.2,23.3,13.1,-1.15,-1.11
1999-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,0,0,0,31.8,21.9,27.8,16.0,-1.19,-1.15
1999-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,0,12.8,23.5,29.1,17.9,-1.17,-1.19
1999-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,0,0.8,24.7,30.2,19.2,-1.22,-1.17
1999-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,7,0,0,0,136.7,20.8,25.9,15.7,-1.09,-1.22
1999-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,9,0,0,0,134.5,17.3,22.1,12.5,-1.23,-1.09
1999-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,11,0,0,0,150.7,11.8,15.8,7.8,-1.58,-1.23
1999-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,1,0,0,88.6,8.6,17.2,0.0,-1.74,-1.58
2000-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,3,0,0,0.0,4.9,11.0,-1.2,-1.77,-1.74
2000-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,1,0,0,0.0,7.7,15.4,0.0,-1.55,-1.77
2000-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,10.5,20.0,1.0,-0.98,-1.55
2000-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,14.1,23.4,4.8,-0.87,-0.98
2000-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,0,0,0,53.5,19.0,26.6,13.9,-0.86,-0.87
2000-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,0,11.9,22.3,28.6,16.0,-0.79,-0.86
2000-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,5,6.3,23.2,29.1,17.3,-0.67,-0.79
2000-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,10,50.6,25.0,38.0,18.6,-0.49,-0.67
2000-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,0,55.3,21.4,27.3,15.4,-0.52,-0.49
2000-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,88.6,17.0,22.0,9.4,-0.7,-0.52
2000-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,12,0,0,0,194.4,12.8,21.8,9.1,-0.79,-0.7
2000-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,68.9,10.0,17.4,6.0,-0.92,-0.79
2001-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,10,0,0,0,192.9,9.7,16.8,6.1,-0.73,-0.92
2001-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,2,0,0,50.8,8.7,16.6,4.3,-0.63,-0.73
2001-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,45.7,13.4,17.7,9.1,-0.48,-0.63
2001-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,7,0,0,0,103.1,12.5,17.7,7.3,-0.49,-0.48
2001-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,80.2,19.0,24.5,13.6,-0.34,-0.49
2001-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,1,8.4,21.6,27.8,15.6,-0.19,-0.34
2001-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,0,0,0,7,4.6,24.8,34.4,18.7,-0.04,-0.19
2001-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,8,4.0,25.8,35.0,19.8,-0.05,-0.04
2001-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,1,0,0,0,19.0,19.6,28.4,14.0,-0.2,-0.05
2001-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,0,4.3,19.8,25.6,14.1,-0.14,-0.2
2001-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,0,0,0,108.0,13.1,17.7,8.4,-0.37,-0.14
2001-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,7,0,0,45.3,6.3,15.0,2.5,-0.41,-0.37
2002-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,18,0,0,27.8,5.4,14.0,1.1,-0.15,-0.41
2002-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,74.6,10.2,14.8,5.5,-0.04,-0.15
2002-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,1,0,0,20.2,12.1,21.8,6.4,0.01,-0.04
2002-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,63.6,14.1,23.6,9.0,0.02,0.01
2002-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,85.8,18.2,27.8,13.4,0.31,0.02
2002-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,5,29.2,24.1,34.4,18.5,0.72,0.31
2002-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,0,0,4,88.5,24.5,29.6,19.3,0.74,0.72
2002-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,1,133.3,23.5,32.4,18.8,0.87,0.74
2002-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,0,0,0,70.3,19.8,24.5,15.1,1.09,0.87
2002-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,0,0,0,59.7,17.0,21.5,12.6,1.25,1.09
2002-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,1,0,0,119.1,14.6,21.4,10.7,1.47,1.25
2002-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,11,0,0,0,115.8,9.9,20.8,6.8,1.37,1.47
2003-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,11,1,0,0,137.8,8.2,16.6,4.7,0.6,1.37
2003-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,1,16,0,0,12.5,5.2,16.4,0.2,0.64,0.6
2003-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,0,10.2,10.5,16.4,4.6,0.36,0.64
2003-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,1,0,0,73.6,14.6,28.2,8.7,-0.14,0.36
2003-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,0,8.7,20.7,26.6,14.8,-0.61,-0.14
2003-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,16,0.8,26.2,32.3,20.0,-0.29,-0.61
2003-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,14,0.2,26.6,32.1,21.0,0.21,-0.29
2003-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,19,20.0,27.9,37.4,21.6,0.26,0.21
2003-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,6,0,0,0,67.9,21.2,26.7,15.8,0.27,0.26
2003-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,9,0,0,0,123.6,16.6,27.0,12.2,0.42,0.27
2003-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,127.3,14.1,18.1,10.1,0.33,0.42
2003-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,6,4,0,0,62.6,8.6,12.6,4.7,0.43,0.33
2004-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,14,0,0,72.4,5.5,14.0,1.8,0.27,0.43
2004-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,10,3,0,0,119.5,7.9,21.0,4.1,0.23,0.27
2004-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,1,0,0,96.2,9.2,18.4,5.4,0.12,0.23
2004-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,13,0,0,0,140.5,13.0,19.6,9.8,0.07,0.12
2004-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,89.4,16.3,24.6,11.7,0.06,0.07
2004-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,1,21.0,22.2,33.2,16.9,0.13,0.06
2004-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,6,53.9,25.0,34.4,18.9,0.49,0.13
2004-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,1,17.8,24.7,32.2,19.6,0.76,0.49
2004-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,1,0,0,62.1,21.5,32.0,16.2,0.81,0.76
2004-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,9,0,0,0,108.6,18.7,25.4,14.9,0.73,0.81
2004-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,8,2,0,0,115.8,12.2,25.4,8.2,0.66,0.73
2004-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,13,1,0,0,226.6,10.2,19.4,7.3,0.74,0.66
2005-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,7,4,0,0,57.5,5.0,13.0,1.5,0.66,0.74
2005-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,9,9,0,0,69.3,5.4,15.4,1.9,0.36,0.66
2005-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,4,0,0,27.0,9.6,14.1,5.2,0.45,0.36
2005-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,0,0,0,65.8,12.6,23.2,8.1,0.26,0.45
2005-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,28.8,19.0,30.0,13.9,0.3,0.26
2005-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,0,0,5,36.7,23.2,34.6,17.6,0.04,0.3
2005-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,10,1.8,25.5,38.0,19.8,-0.23,0.04
2005-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,0,0,0,58.7,23.4,32.0,18.6,-0.05,-0.23
2005-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,9,0,0,0,150.5,21.3,25.7,17.0,-0.04,-0.05
2005-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,0,0,0,114.3,16.4,20.6,12.2,-0.06,-0.04
2005-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,177.6,11.8,20.0,8.5,-0.59,-0.06
2005-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,19,10,4,0,0,176.6,7.2,15.4,3.9,-0.92,-0.59
2006-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,9,0,0,32.7,5.6,13.2,2.2,-0.91,-0.92
2006-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,8,5,0,0,61.7,7.7,16.2,4.1,-0.67,-0.91
2006-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,8,0,0,0,61.3,9.7,18.8,5.8,-0.71,-0.67
2006-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,49.2,14.4,22.6,9.7,-0.32,-0.71
2006-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,0,15.5,18.5,29.4,13.1,-0.09,-0.32
2006-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,9,5.5,21.9,27.7,16.1,0.0,-0.09
2006-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,1,0,0,20,28.8,27.0,33.1,20.8,0.01,0.0
2006-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,4,19.3,24.2,37.4,19.0,0.31,0.01
2006-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,6,0,0,3,121.5,22.2,27.8,16.6,0.6,0.31
2006-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,0,36.2,18.2,23.7,12.7,0.7,0.6
2006-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,1,0,0,37.2,12.1,17.5,6.7,0.99,0.7
2006-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,0,0,0,51.0,9.4,19.2,5.8,1.14,0.99
2007-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,2,0,0,47.3,9.5,17.0,5.0,0.7,1.14
2007-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,9,0,0,0,114.9,9.6,17.2,5.5,0.13,0.7
2007-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,0,0,0,72.7,10.9,15.7,6.2,-0.18,0.13
2007-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,2,0,0,0,18.8,15.4,21.0,9.8,-0.32,-0.18
2007-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,0,0,0,34.7,18.4,31.6,12.9,-0.47,-0.32
2007-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,4,22.2,22.6,28.3,16.9,-0.35,-0.47
2007-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,15,0.1,25.3,32.3,18.3,-0.59,-0.35
2007-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,0,0,0,11,2.1,25.1,31.0,19.1,-0.72,-0.59
2007-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,0,0,0,40.8,20.6,26.3,15.0,-1.11,-0.72
2007-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,39.4,16.0,29.4,11.4,-1.39,-1.11
2007-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,0,0,0,45.4,10.4,20.0,6.0,-1.54,-1.39
2007-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,6,0,0,24.2,6.7,15.2,2.5,-1.58,-1.54
2008-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,5,0,0,101.9,8.5,17.0,4.2,-1.68,-1.58
2008-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,5,0,0,41.3,8.1,18.2,3.1,-1.67,-1.68
2008-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,14,0,0,0,129.8,10.6,15.5,5.8,-1.21,-1.67
2008-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,36.0,13.7,18.6,8.8,-0.99,-1.21
2008-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,6,0,0,1,146.6,18.5,24.3,12.7,-0.84,-0.99
2008-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,0,0,7,16.3,22.4,27.6,17.2,-0.68,-0.84
2008-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,0,0,0,11,1.7,25.4,31.6,19.1,-0.3,-0.68
2008-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,17,0.1,25.8,32.4,19.1,-0.13,-0.3
2008-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,7,38.2,21.1,27.4,14.7,-0.25,-0.13
2008-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,0,0,0,64.0,17.4,25.6,12.5,-0.35,-0.25
2008-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,151.0,13.0,17.5,8.4,-0.46,-0.35
2008-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,12,0,0,0,266.8,8.3,15.4,4.8,-0.86,-0.46
2009-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,12,1,0,0,113.0,7.9,15.2,4.2,-0.89,-0.86
2009-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,8,9,0,0,65.4,7.5,16.4,3.1,-0.79,-0.89
2009-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,2,0,0,0,34.3,11.1,22.4,6.4,-0.69,-0.79
2009-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,15.0,20.3,9.6,-0.35,-0.69
2009-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,2,0.0,20.1,26.4,13.8,0.06,-0.35
2009-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,4,0.0,22.5,28.1,16.8,0.31,0.06
2009-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,14,0.0,25.9,32.0,19.9,0.48,0.31
2009-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,20,0.0,27.2,33.4,21.1,0.56,0.48
2009-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,1,0.0,22.5,32.4,17.8,0.68,0.56
2009-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,15.1,26.6,10.1,0.89,0.68
2009-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,11.8,16.5,7.1,1.46,0.89
2009-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,2,0,0,0.0,8.6,18.2,5.1,1.74,1.46
2010-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,3,0,0,0.0,6.3,14.4,-1.4,1.52,1.74
2010-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,3,0,0,0.0,8.0,17.0,-3.2,1.25,1.52
2010-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,1,0,0,0.0,9.8,19.0,-0.4,0.9,1.25
2010-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,13.7,24.4,4.0,0.38,0.9
2010-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,0,200.7,16.9,22.1,8.0,-0.22,0.38
2010-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,1,0.0,21.6,27.6,12.8,-0.69,-0.22
2010-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,17,0.0,26.7,32.7,15.4,-1.07,-0.69
2010-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,10,0.0,24.9,31.1,13.8,-1.39,-1.07
