DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DP01,DP10,DT32,DX32,DX90,PRCP,TAVG,TMAX,TMIN,ENSO_index,ENSO_lag1
2010-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,20.4,29.0,9.8,-1.6,-1.39
2010-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,16.4,21.9,5.8,-1.69,-1.6
2010-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,12.9,22.4,4.0,-1.64,-1.69
2010-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,5,0,0,105.4,8.3,20.2,-3.2,-1.6,-1.64
2011-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,4,1,0,0,47.5,7.7,12.2,-3.0,-1.54,-1.6
2011-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,1,0,0,34.0,7.8,14.4,-0.2,-1.11,-1.54
2011-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,10,2,0,0,151.4,10.3,15.3,-0.4,-0.93,-1.11
2011-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,37.4,14.5,20.2,4.8,-0.77,-0.93
2011-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,38.5,18.3,24.5,9.0,-0.52,-0.77
2011-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,1,8.4,22.5,28.4,14.0,-0.38,-0.52
2011-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,7,44.4,24.1,29.6,16.0,-0.43,-0.38
2011-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,14,0.0,26.1,33.0,16.0,-0.65,-0.43
2011-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,9,31.5,23.0,30.3,14.2,-0.8,-0.65
2011-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,0,75.0,16.5,28.4,7.4,-1.05,-0.8
2011-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,0,0,0,54.1,11.7,17.6,2.8,-1.19,-1.05
2011-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,6,0,0,0,98.5,9.5,19.0,0.8,-1.06,-1.19
2012-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,6,0,0,32.8,7.2,15.4,-2.2,-0.87,-1.06
2012-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,7,6,0,0,124.5,5.2,19.6,-4.0,-0.67,-0.87
2012-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,0,5.6,12.6,19.5,2.8,-0.61,-0.67
2012-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,8,1,0,0,81.6,14.0,19.1,0.0,-0.5,-0.61
2012-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,61.9,17.3,28.8,8.2,-0.32,-0.5
2012-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,11,1.0,24.1,29.9,12.6,0.02,-0.32
2012-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,19,7.1,26.4,32.9,18.8,0.25,0.02
2012-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,0,0,0,25,2.0,27.3,34.4,19.4,0.47,0.25
2012-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,9,0,0,1,100.4,21.5,26.7,13.6,0.38,0.47
2012-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,8,0,0,0,81.6,17.8,23.8,3.6,0.26,0.38
2012-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,0,0,0,107.1,14.0,23.6,6.0,0.16,0.26
2012-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,10,3,0,0,89.9,7.6,17.4,-2.0,-0.25,0.16
2013-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,18,9,0,0,0,109.9,7.8,12.4,1.6,-0.53,-0.25
2013-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,9,3,0,0,133.6,6.4,11.4,-2.0,-0.52,-0.53
2013-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,12,1,0,0,117.4,10.4,14.8,-1.2,-0.25,-0.52
2013-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,1,0,0,41.6,15.1,20.9,0.0,-0.25,-0.25
2013-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,7,0,0,0,154.8,17.0,21.4,10.0,-0.4,-0.25
2013-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,1,0,0,4,16.3,21.3,27.1,12.4,-0.42,-0.4
2013-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,3,0,0,13,36.4,25.2,31.9,14.2,-0.39,-0.42
2013-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,0,0,13,75.7,25.7,37.0,17.6,-0.38,-0.39
2013-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,1,32.5,21.1,26.9,13.0,-0.18,-0.38
2013-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,41.6,18.8,24.4,11.0,-0.2,-0.18
2013-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,10,1,0,0,189.9,12.2,16.9,-1.4,-0.14,-0.2
2013-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,3,1,0,0,38.7,8.3,16.8,0.0,-0.17,-0.14
2014-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,18,12,3,0,0,135.0,9.2,17.0,-1.0,-0.49,-0.17
2014-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,12,0,0,0,140.7,11.0,15.4,2.8,-0.62,-0.49
2014-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,55.2,10.6,16.3,1.0,-0.28,-0.62
2014-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,6,0,0,0,61.9,14.0,23.2,4.8,0.08,-0.28
2014-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,3,0,0,0,67.2,16.7,21.9,7.8,0.32,0.08
2014-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,0,0,4,215.7,21.9,27.9,11.0,0.23,0.32
2014-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,52.2,22.7,32.0,15.0,-0.06,0.23
2014-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,2,2.0,24.7,33.2,17.8,-0.03,-0.06
2014-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,0,44.1,21.5,26.8,13.8,0.29,-0.03
2014-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,0,76.8,18.1,23.6,7.8,0.44,0.29
2014-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,0,0,0,222.4,14.8,19.7,6.6,0.75,0.44
2014-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,8,1,0,0,117.8,9.4,20.0,-1.4,0.71,0.75
2015-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,3,0,0,65.3,8.3,15.8,-1.2,0.51,0.71
2015-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,6,3,0,0,61.8,8.4,17.4,0.0,0.42,0.51
2015-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,108.9,10.8,15.7,1.6,0.47,0.42
2015-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,70.3,13.7,22.6,1.6,0.7,0.47
2015-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,1,0,0,0,10.2,18.7,31.0,8.2,0.92,0.7
2015-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,0,0,1,25.1,23.0,32.6,13.4,1.18,0.92
2015-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,27.6,34.2,21.0,1.46,1.18
2015-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,25.9,32.6,19.2,1.93,1.46
2015-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,21.9,28.2,15.6,2.21,1.93
2015-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,17.0,23.0,11.0,2.36,2.21
2015-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,12.6,17.9,7.3,2.72,2.36
2015-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,8.9,14.2,3.6,2.66,2.72
2016-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,9.3,14.6,4.0,2.57,2.66
2016-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,11.6,17.4,5.8,2.26,2.57
2016-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,11.2,17.1,5.3,1.62,2.26
2016-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,16.0,22.2,9.8,0.91,1.62
2016-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,17.5,23.9,11.1,0.3,0.91
2016-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,21.8,28.4,15.2,-0.03,0.3
2016-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,25.6,32.2,19.0,-0.48,-0.03
2016-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,24.8,31.5,18.1,-0.58,-0.48
2016-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,21.2,27.5,14.9,-0.58,-0.58
2016-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,17.1,23.1,11.1,-0.74,-0.58
2016-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,13.1,18.4,7.8,-0.76,-0.74
2016-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,8.4,13.7,3.1,-0.5,-0.76
2017-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,6.1,14.8,-2.6,-0.43,-0.5
2017-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,10.8,15.4,2.7,-0.08,-0.43
2017-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,12.3,24.2,2.9,0.03,-0.08
2017-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,14.2,23.5,1.4,0.22,0.03
2017-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,19.1,25.2,8.6,0.37,0.22
2017-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,6,0.0,24.4,30.4,14.8,0.34,0.37
2017-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,7,0.0,26.1,37.1,17.0,0.25,0.34
2017-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,18,0.0,27.3,38.6,21.2,-0.16,0.25
2017-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,19.6,27.9,10.0,-0.43,-0.16
2017-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,16.6,26.6,7.5,-0.56,-0.43
2017-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,1,0,0,0.0,11.5,19.5,-0.1,-0.97,-0.56
2017-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,4,0,0,0.0,7.9,16.5,-2.7,-0.98,-0.97
2018-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,10.4,18.6,0.6,-0.98,-0.98
2018-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,4,0,0,0.0,7.0,16.1,-6.2,-0.78,-0.98
2018-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,10.8,19.6,0.6,-0.8,-0.78
2018-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,16.5,28.1,4.8,-0.51,-0.8
2018-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,18.8,30.4,11.5,-0.2,-0.51
2018-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,22.5,28.1,14.7,0.04,-0.2
2018-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,12,0.0,26.1,32.1,18.4,0.12,0.04
2018-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,9,0.0,24.7,30.8,14.7,0.09,0.12
2018-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,21.9,31.6,9.4,0.47,0.09
2018-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,18.5,25.5,8.8,0.9,0.47
2018-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,13.5,20.6,4.4,0.9,0.9
2018-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,2,0,0,0.0,9.3,16.8,-0.4,0.89,0.9
2019-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,6,0,0,0.0,6.5,14.2,-3.6,0.65,0.89
2019-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,9.3,21.5,1.3,0.71,0.65
2019-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,12.0,17.6,2.1,0.81,0.71
2019-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,13.6,27.1,4.3,0.62,0.81
2019-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,14.6,22.1,4.9,0.55,0.62
2019-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,9,0.0,24.5,31.4,10.7,0.45,0.55
2019-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,14,0.0,26.1,32.0,17.5,0.35,0.45
2019-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,14,0.0,26.3,32.8,18.6,0.04,0.35
2019-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,21.8,27.6,14.8,0.03,0.04
2019-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,18.0,23.7,10.8,0.48,0.03
2019-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.0,14.0,21.4,7.0,0.52,0.48
2019-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,1,0,0,0.0,10.4,16.6,-0.1,0.52,0.52
2020-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,2,0,0,0.0,8.0,15.3,-0.9,0.6,0.52
2020-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,0,2,0,0,7.1,10.7,18.7,-1.3,0.37,0.6
2020-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,1,0,0,53.7,11.6,19.4,-0.5,0.48,0.37
2020-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,33.7,14.7,20.0,1.3,0.36,0.48
2020-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,0,15.3,20.3,29.7,9.9,-0.27,0.36
2020-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,2,0,0,3,36.4,21.9,27.6,11.8,-0.34,-0.27
2020-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,13,20.1,26.0,32.4,16.5,-0.3,-0.34
2020-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,20,25.4,26.6,33.2,17.6,-0.59,-0.3
2020-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,0,0,7,96.9,22.3,34.5,8.6,-0.83,-0.59
2020-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,10,0,0,0,89.9,15.7,24.2,6.4,-1.26,-0.83
2020-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,0,0,0,0,4.9,13.1,21.2,3.7,-1.42,-1.26
2020-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,9,0,0,0,196.0,9.3,17.3,1.7,-1.15,-1.42
2021-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,12,4,0,0,186.0,7.6,15.7,-2.2,-1.0,-1.15
2021-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,2,0,0,16.2,10.3,21.4,-2.8,-1.0,-1.0
2021-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,0,0,0,80.8,10.3,22.3,0.3,-0.8,-1.0
2021-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,7,1,0,0,91.8,12.6,17.6,-0.2,-0.72,-0.8
2021-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,4,0,0,0,25.0,17.5,22.3,7.9,-0.46,-0.72
2021-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,6,0,0,6,37.1,23.6,29.4,14.2,-0.28,-0.46
2021-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,14,1.0,26.3,32.2,18.2,-0.39,-0.28
2021-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,0,0,0,14,3.1,26.4,32.5,15.2,-0.53,-0.39
2021-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,0,8.9,23.2,31.4,17.9,-0.55,-0.53
2021-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,19.2,16.5,27.8,6.4,-0.94,-0.55
2021-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,23,18,0,0,0,225.2,13.7,26.1,6.2,-0.94,-0.94
2021-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,8,0,0,0,84.8,9.2,17.0,0.7,-1.06,-0.94
2022-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,3,3,0,0,20.9,7.4,16.0,-1.4,-0.94,-1.06
2022-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,0,0,0,13.2,9.8,17.3,0.4,-0.89,-0.94
2022-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,4,0,0,7.4,9.6,21.4,-0.5,-0.97,-0.89
2022-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,2,0,0,0,33.1,13.4,24.1,3.5,-1.11,-0.97
2022-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,1,0,0,2,16.7,20.4,26.5,8.2,-1.11,-1.11
2022-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,14,5.0,25.9,39.3,16.9,-0.75,-1.11
2022-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,25,14.0,27.6,34.0,16.5,-0.69,-0.75
2022-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,15,22.9,26.6,32.7,18.6,-0.97,-0.69
2022-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,4,0,0,3,48.3,22.4,27.7,10.6,-1.07,-0.97
